"ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
437,931.47,20,529,0,0,29.8,0,0,962.87,17,617,0,0,26.91,0,0,840.89,23,435,0,0,31.27,0,0,636.93,15,340,0,0,20.94,0,0,736.45,13,375,0,0,21.74,0,0,691.24,13,403,0,0,19.12,0,0
451,656.37,22,914,0,0,59.17,0,0,619.75,24,777,0,0,55.17,0,0,582.66,25,1033,0,0,50.13,0,0,478.01,17,665,0,0,37.19,0,0,432.4,13,558,0,0,44.97,0,0,481.64,17,614,0,0,40.73,0,0
464,852.96,21,622,0,0,43.15,0,0,972.23,19,726,0,0,38.15,0,0,935.34,22,512,0,0,38.38,0,0,624.81,15,429,0,0,26.87,0,0,602.7,15,493,0,0,30.63,0,0,537.22,14,413,0,0,31.23,0,0
494,599.96,21,537,0,0,50.18,0,0,499.23,25,436,0,0,43.4,0,0,630.31,20,566,0,0,44.62,0,0,403.29,13,382,0,0,31.97,0,0,386.2,15,325,0,0,32.79,0,0,360.12,14,343,0,0,33.73,0,0
506,801.15,21,596,0,0,51.47,0,0,762.61,17,565,0,0,42.85,0,0,750.16,22,625,0,0,61.1,0,0,580.09,15,405,0,0,30.91,0,0,489.46,16,459,0,0,34.58,0,0,500.32,14,417,0,0,31.97,0,0
508,765.95,21,961,0,0,52.7,0,0,821.21,25,825,0,0,48.11,0,0,728.97,24,1102,0,0,51.49,0,0,520.22,15,693,0,0,31.98,0,0,576.99,16,577,0,0,41.68,0,0,595.67,13,620,0,0,35.28,0,0
518,669.04,16,721,0,0,34.71,0,0,628.86,19,836,0,0,30.22,0,0,773.63,18,651,0,0,36.71,0,0,513.93,11,569,0,0,21.9,0,0,480.65,11,486,0,0,21.22,0,0,496.66,13,443,0,0,25.59,0,0
565,712.71,16,826,0,0,46.3,0,0,619.38,19,966,0,0,39.47,0,0,807.46,14,869,0,0,48.77,0,0,562.98,11,600,0,0,35.7,0,0,558.06,11,563,0,0,29.53,0,0,568.54,12,602,0,0,35.62,0,0
567,932.43,16,726,0,0,47.54,0,0,883.73,16,650,0,0,49.46,0,0,788.29,18,749,0,0,47.98,0,0,662.3,12,469,0,0,35.06,0,0,695.74,11,574,0,0,35.36,0,0,711.14,11,481,0,0,32.97,0,0
573,904.56,19,725,0,0,46.12,0,0,826.11,19,618,0,0,38.94,0,0,742.89,15,649,0,0,43.17,0,0,583.24,13,510,0,0,29.98,0,0,596.55,14,557,0,0,28.78,0,0,608.68,12,508,0,0,31.2,0,0
599,687.07,23,553,0,0,56.81,0,0,759.2,23,622,0,0,49.53,0,0,646.58,26,480,0,0,48.05,0,0,425.37,15,429,0,0,44.72,0,0,486.28,18,439,0,0,40.97,0,0,471.43,14,412,0,0,35.25,0,0
625,719.12,18,827,0,0,64.75,0,0,668.19,18,966,0,0,76.43,0,0,661.51,18,866,0,0,59.85,0,0,524.01,12,559,0,0,50.81,0,0,527.41,12,625,0,0,44.93,0,0,518.59,12,529,0,0,51.74,0,0
632,514.15,19,1064,0,0,46.83,0,0,477.49,20,1200,0,0,47.65,0,0,506.25,22,1214,0,0,55.43,0,0,357.19,14,648,0,0,36.18,0,0,351.77,12,654,0,0,31.57,0,0,365.62,13,655,0,0,35.45,0,0
650,1146.99,11,783,0,0,41.52,0,0,1129.37,12,845,0,0,44.42,0,0,1373.58,11,809,0,0,41.12,0,0,861.21,7,601,0,0,26.93,0,0,777.87,8,593,0,0,32.59,0,0,751.04,9,567,0,0,27.3,0,0
700,826.07,16,733,0,0,50.49,0,0,914.38,18,808,0,0,45.61,0,0,911.23,19,706,0,0,59.06,0,0,551.35,11,457,0,0,32.43,0,0,538.61,13,571,0,0,34.73,0,0,508.4,11,446,0,0,32.19,0,0
708,739.43,22,644,0,0,67.73,0,0,853.4,26,592,0,0,59.52,0,0,808.38,21,686,0,0,71.45,0,0,467.48,17,402,0,0,44.2,0,0,579.78,13,442,0,0,51.75,0,0,570.73,17,449,0,0,41.84,0,0
715,527.25,26,812,0,0,61.64,0,0,524.16,23,739,0,0,62.89,0,0,440.73,27,733,0,0,49.76,0,0,330.94,17,559,0,0,44.87,0,0,388,17,607,0,0,46.59,0,0,341.32,18,601,0,0,40.47,0,0
731,1014.18,21,570,0,0,40.19,0,0,960.82,20,670,0,0,35.36,0,0,978.37,23,627,0,0,35.78,0,0,734.15,16,413,0,0,29.12,0,0,773.22,13,350,0,0,25.74,0,0,761.19,13,449,0,0,31.9,0,0
739,765.34,19,856,0,0,38.64,0,0,879.02,18,841,0,0,39.14,0,0,751.28,22,829,0,0,41.26,0,0,515.99,12,599,0,0,23.92,0,0,529.79,13,647,0,0,25,0,0,528.55,13,581,0,0,30.57,0,0
750,925.27,15,636,0,0,45.7,0,0,799.62,17,743,0,0,41.49,0,0,825.84,18,725,0,0,54.53,0,0,612.87,10,472,0,0,27.84,0,0,648.19,10,405,0,0,28.54,0,0,734.76,11,477,0,0,32.95,0,0
801,1378.53,19,1096,0,0,46.79,0,0,1421.76,18,973,0,0,51.74,0,0,1621.9,17,1276,0,0,48.71,0,0,874.98,13,714,0,0,30.48,0,0,829.52,12,673,0,0,32.9,0,0,998.3,14,809,0,0,36.38,0,0
805,690.05,17,860,0,0,60.08,0,0,573.97,18,739,0,0,62.48,0,0,594.42,19,967,0,0,55.38,0,0,464.26,10,638,0,0,37.8,0,0,547.85,13,649,0,0,47.86,0,0,475.87,13,680,0,0,37.64,0,0
811,993,28,622,0,0,29.11,0,0,897.48,25,736,0,0,27.27,0,0,809,24,536,0,0,25.27,0,0,613.4,19,444,0,0,19.1,0,0,776.88,22,434,0,0,18.12,0,0,740.71,21,424,0,0,18.79,0,0
822,769.5,19,693,0,0,51.83,0,0,793.41,17,573,0,0,49.12,0,0,782.3,19,706,0,0,59.35,0,0,511.24,14,526,0,0,39.76,0,0,542.53,15,443,0,0,32.37,0,0,572.41,12,467,0,0,36.72,0,0
835,1356.17,23,813,0,0,39.96,0,0,1534.44,23,691,0,0,35.94,0,0,1440.27,24,822,0,0,38.49,0,0,1038.96,14,502,0,0,30.17,0,0,833.49,15,526,0,0,24.63,0,0,1042.2,17,551,0,0,28.27,0,0
851,670.08,21,925,0,0,45.17,0,0,569.05,22,1036,0,0,51.35,0,0,723.22,20,818,0,0,37.5,0,0,402.42,13,736,0,0,35.4,0,0,503.51,17,730,0,0,34.61,0,0,459.04,16,615,0,0,32.89,0,0
853,913.25,24,768,0,0,56.75,0,0,798.32,21,723,0,0,66.14,0,0,849.44,26,917,0,0,49.95,0,0,580.59,18,596,0,0,43.98,0,0,550.31,16,609,0,0,41.18,0,0,653.99,17,524,0,0,39.61,0,0
883,1058.68,16,904,0,0,35.42,0,0,1132.77,16,746,0,0,38.07,0,0,1183.3,15,1025,0,0,40.64,0,0,682.67,10,585,0,0,27.06,0,0,672.97,12,658,0,0,24.39,0,0,753.39,10,707,0,0,27.4,0,0
920,552.14,22,853,0,0,65.5,0,0,565.77,24,721,0,0,67.74,0,0,464.49,26,967,0,0,69.19,0,0,427.97,17,623,0,0,45.71,0,0,364.07,17,677,0,0,39.56,0,0,397.85,17,661,0,0,44.41,0,0
983,610.77,20,996,0,0,32.51,0,0,650.26,23,1076,0,0,31.36,0,0,624.48,23,965,0,0,38.59,0,0,411.78,15,612,0,0,21.32,0,0,472.48,12,775,0,0,23.21,0,0,403.6,13,667,0,0,25.15,0,0
1003,781.2,19,904,0,0,34.56,0,0,868.16,23,907,0,0,27.79,0,0,825.23,20,846,0,0,36.45,0,0,561.01,14,653,0,0,22.65,0,0,484.63,15,609,0,0,22.38,0,0,530.07,13,575,0,0,25.39,0,0
1006,504.2,24,544,0,0,47.85,0,0,547.88,20,586,0,0,53.91,0,0,430.66,23,464,0,0,44.82,0,0,315,18,358,0,0,29.32,0,0,398.16,19,419,0,0,36.94,0,0,324.86,16,343,0,0,34.19,0,0
1014,530.27,23,780,0,0,60.93,0,0,622.41,26,909,0,0,55.39,0,0,614.77,23,755,0,0,63.15,0,0,319.29,18,513,0,0,39.03,0,0,410.95,18,599,0,0,44.77,0,0,393.82,16,617,0,0,40.16,0,0
1017,885.5,28,703,0,0,41.4,0,0,834.73,32,719,0,0,39.73,0,0,904.14,30,596,0,0,36.64,0,0,581.38,17,433,0,0,25.66,0,0,604.62,20,522,0,0,28.77,0,0,614.15,21,535,0,0,32.73,0,0
1147,609.52,19,760,0,0,54.68,0,0,557.46,18,906,0,0,60.3,0,0,678.15,16,877,0,0,49.79,0,0,421.35,12,460,0,0,34.45,0,0,481.28,15,518,0,0,38.17,0,0,399.11,14,499,0,0,38.87,0,0
1151,560.5,20,1015,0,0,56.18,0,0,637.78,24,988,0,0,66.47,0,0,564.67,21,1169,0,0,56.75,0,0,420.88,14,718,0,0,40.04,0,0,420.29,14,715,0,0,44.37,0,0,446.68,15,677,0,0,42.22,0,0
1180,546.13,11,789,0,0,34.82,0,0,507.86,13,791,0,0,28.05,0,0,526.43,13,763,0,0,33.32,0,0,390.23,8,588,0,0,25.73,0,0,377.43,7,493,0,0,23.56,0,0,421.93,9,602,0,0,24.35,0,0
1182,816,18,588,0,0,62.44,0,0,889.57,19,650,0,0,53.85,0,0,833.82,21,678,0,0,52.9,0,0,642.3,14,353,0,0,44.94,0,0,496.04,12,459,0,0,47.35,0,0,545.25,12,465,0,0,39.87,0,0
1207,807.94,20,576,0,0,31.76,0,0,687.09,17,571,0,0,36.21,0,0,759.37,18,658,0,0,36.05,0,0,496.78,13,351,0,0,24.05,0,0,515.23,16,374,0,0,19.22,0,0,615.5,16,451,0,0,22.97,0,0
1208,1318.47,26,840,0,0,36.52,0,0,1525.17,31,827,0,0,40.38,0,0,1482.96,28,1007,0,0,40.46,0,0,920.32,19,563,0,0,23.1,0,0,797.09,17,591,0,0,23.24,0,0,977.79,18,653,0,0,22.37,0,0
1272,1160,21,941,0,0,50.88,0,0,1014.12,21,861,0,0,48.57,0,0,1099.09,20,929,0,0,43.3,0,0,710.65,16,630,0,0,33.28,0,0,770.96,15,650,0,0,33.57,0,0,708.38,14,744,0,0,39.22,0,0
1291,596.89,20,892,0,0,25.28,0,0,654.76,24,763,0,0,20.74,0,0,550.16,17,884,0,0,25.3,0,0,453.86,14,689,0,0,19.38,0,0,422.04,13,695,0,0,16.77,0,0,380.5,13,636,0,0,16.74,0,0
1300,983.26,18,714,0,0,58.06,0,0,1073.76,17,597,0,0,69.11,0,0,999.1,15,757,0,0,54.17,0,0,681.9,11,553,0,0,35.26,0,0,711.85,14,558,0,0,44.78,0,0,688.2,12,519,0,0,39.35,0,0
1309,896.37,16,723,0,0,62.57,0,0,1068.64,18,811,0,0,70.07,0,0,819.97,14,709,0,0,52.77,0,0,597.86,11,541,0,0,48.28,0,0,628.01,11,538,0,0,46.46,0,0,608.2,10,510,0,0,47.87,0,0
1310,671.9,19,653,0,0,45.64,0,0,729.83,23,721,0,0,51.39,0,0,678.8,16,734,0,0,48.11,0,0,533.78,15,518,0,0,32.46,0,0,419.73,12,515,0,0,30.24,0,0,433.15,15,511,0,0,34.21,0,0
1311,605.18,16,1037,0,0,63.07,0,0,648.9,13,1007,0,0,61.84,0,0,628.9,13,883,0,0,71.28,0,0,405.32,13,662,0,0,41.33,0,0,395.6,12,662,0,0,39.41,0,0,366.93,12,631,0,0,48.31,0,0
1331,704.34,16,950,0,0,54.59,0,0,591.79,19,914,0,0,57.35,0,0,601.85,13,1032,0,0,63.25,0,0,487.17,10,715,0,0,38,0,0,495.01,10,697,0,0,38.75,0,0,494.71,10,678,0,0,38.6,0,0
1342,721.62,25,716,0,0,46.04,0,0,708.44,27,611,0,0,48.74,0,0,847.39,23,612,0,0,49.13,0,0,468.52,19,544,0,0,32.07,0,0,446.85,18,482,0,0,33.21,0,0,481.09,19,562,0,0,34.41,0,0
1360,1022.69,22,934,0,0,65.41,0,0,921.45,22,1060,0,0,78.15,0,0,1029.63,19,1055,0,0,57.21,0,0,787.22,14,699,0,0,50.74,0,0,622.96,16,562,0,0,42.7,0,0,677.83,14,642,0,0,47.78,0,0
1370,834.24,17,847,0,0,47.29,0,0,784.59,16,950,0,0,40.99,0,0,999.99,18,690,0,0,41.72,0,0,504.63,11,519,0,0,28.39,0,0,531.55,11,574,0,0,32.14,0,0,565.89,13,576,0,0,28.83,0,0
1390,799.2,21,827,0,0,51.49,0,0,910.06,23,731,0,0,48.16,0,0,719.11,20,833,0,0,42.13,0,0,632.09,14,619,0,0,34.65,0,0,491.84,15,646,0,0,31.58,0,0,572.43,16,628,0,0,38.28,0,0
1392,983,17,703,0,0,46.09,0,0,974.5,20,831,0,0,46.25,0,0,978.06,17,744,0,0,40.11,0,0,755.59,11,528,0,0,30.98,0,0,735.81,10,482,0,0,30.09,0,0,680.8,11,436,0,0,30.48,0,0
1395,913.75,19,819,0,0,48.4,0,0,938.75,22,773,0,0,42.8,0,0,1005.87,17,954,0,0,42.54,0,0,620.11,15,644,0,0,38.72,0,0,549.21,15,546,0,0,38.68,0,0,642.86,14,614,0,0,36.56,0,0
1407,844.08,15,781,0,0,67.92,0,0,778.98,12,733,0,0,68.25,0,0,768.3,14,797,0,0,76.63,0,0,659.14,11,573,0,0,47.06,0,0,507.45,10,470,0,0,50.15,0,0,612.15,10,615,0,0,51.84,0,0
1408,1053.75,21,765,0,0,71.18,0,0,885.09,20,772,0,0,77.64,0,0,944.21,19,613,0,0,69.12,0,0,736.52,14,558,0,0,51.09,0,0,652.32,14,536,0,0,46.3,0,0,781.82,14,481,0,0,56.67,0,0
1434,548.73,22,1014,0,0,32.03,0,0,549.81,22,1117,0,0,35.05,0,0,455.29,24,956,0,0,29.21,0,0,398.11,16,646,0,0,20.09,0,0,329.46,15,757,0,0,24.96,0,0,422.71,14,618,0,0,25.6,0,0
1463,794.72,19,703,0,0,66.29,0,0,732.04,16,783,0,0,72.93,0,0,827.91,16,789,0,0,73.51,0,0,575.65,14,560,0,0,50.43,0,0,602.86,12,467,0,0,48.01,0,0,635.14,12,533,0,0,41.81,0,0
1474,884.79,19,828,0,0,61.28,0,0,942.98,16,961,0,0,60.28,0,0,787.88,23,716,0,0,50.42,0,0,636.68,14,623,0,0,41.4,0,0,644.73,13,516,0,0,38.12,0,0,593.49,15,662,0,0,41.12,0,0
1488,740.23,26,787,0,0,51.72,0,0,714.94,27,868,0,0,50.66,0,0,597.39,24,637,0,0,44.21,0,0,539.25,20,598,0,0,32.89,0,0,518.11,16,476,0,0,35.86,0,0,526.21,16,565,0,0,41.13,0,0
1495,757.89,17,699,0,0,35.26,0,0,683.41,16,796,0,0,30.39,0,0,786.42,14,573,0,0,33.31,0,0,595.87,11,472,0,0,24.79,0,0,586.79,13,517,0,0,22.47,0,0,496.86,11,446,0,0,21.74,0,0
1500,941.98,24,537,0,0,66.5,0,0,958.45,23,539,0,0,54.66,0,0,1020.76,21,534,0,0,64.95,0,0,570.31,16,369,0,0,41.7,0,0,724.23,19,360,0,0,53.17,0,0,694.65,16,369,0,0,52.24,0,0
1514,950.42,17,899,0,0,53.03,0,0,876.05,15,736,0,0,49.42,0,0,977.86,18,872,0,0,60.41,0,0,686.17,11,587,0,0,35,0,0,630.01,13,709,0,0,33.86,0,0,687.32,12,630,0,0,34.94,0,0
1539,646.73,20,772,0,0,36.38,0,0,525.18,17,717,0,0,34.78,0,0,648.54,19,741,0,0,40.27,0,0,447.25,14,480,0,0,28.2,0,0,446.62,14,615,0,0,22.03,0,0,496.71,15,481,0,0,28.91,0,0
1561,732.86,21,765,0,0,62.78,0,0,678.32,22,744,0,0,67.22,0,0,859.7,21,743,0,0,54.3,0,0,466.21,17,491,0,0,45.67,0,0,566.02,13,526,0,0,47.28,0,0,493.87,14,532,0,0,38.68,0,0
1579,836.79,20,999,0,0,87.29,0,0,943.57,18,922,0,0,81.61,0,0,789.02,23,933,0,0,89.96,0,0,648.08,12,736,0,0,66.79,0,0,652.99,12,695,0,0,57.14,0,0,508.26,13,615,0,0,69.04,0,0
1620,778.9,15,632,0,0,60.73,0,0,932.26,12,730,0,0,59.82,0,0,695.53,18,717,0,0,67.23,0,0,473.14,12,477,0,0,44.46,0,0,508.32,10,462,0,0,36.68,0,0,547.08,12,393,0,0,47.37,0,0
1666,708.68,27,622,0,0,49.63,0,0,644.88,29,668,0,0,51.24,0,0,650.49,32,534,0,0,51.46,0,0,464.17,21,413,0,0,30.45,0,0,563.04,18,404,0,0,35.68,0,0,507.94,21,476,0,0,33.98,0,0
1673,557.69,26,508,0,0,59.63,0,0,658.94,22,544,0,0,50.86,0,0,503.49,30,414,0,0,70.42,0,0,395.65,18,379,0,0,43.66,0,0,357.73,20,381,0,0,45.07,0,0,361.91,17,324,0,0,41.82,0,0
1699,981.84,24,834,0,0,63.34,0,0,789.61,28,697,0,0,54.11,0,0,933.25,19,711,0,0,70.68,0,0,779.76,19,657,0,0,41.05,0,0,780.54,19,629,0,0,49.47,0,0,650.49,18,645,0,0,48.49,0,0
1727,888.51,23,781,0,0,39.05,0,0,815.18,22,741,0,0,35.44,0,0,913.48,21,859,0,0,33.3,0,0,699.87,16,477,0,0,23.82,0,0,699.1,15,604,0,0,24.96,0,0,678.93,15,497,0,0,28.58,0,0
1744,786.73,17,508,0,0,48.41,0,0,722.68,18,508,0,0,52.63,0,0,646.04,19,562,0,0,48.42,0,0,489.92,10,336,0,0,38.58,0,0,485.21,12,360,0,0,29.96,0,0,511.04,13,336,0,0,31.43,0,0
1752,785.36,14,525,0,0,51.5,0,0,931.52,12,472,0,0,47.63,0,0,863.71,15,446,0,0,46.98,0,0,477.83,10,379,0,0,39.19,0,0,484.66,9,375,0,0,31.94,0,0,606.71,11,322,0,0,34.16,0,0
1774,552.09,22,577,0,0,47.09,0,0,563.83,18,676,0,0,38.34,0,0,629.76,25,574,0,0,52,0,0,377.99,14,405,0,0,37.37,0,0,367.29,15,398,0,0,30.28,0,0,421.17,15,391,0,0,36.37,0,0
1781,1026.8,23,602,0,0,58.35,0,0,1104.6,27,622,0,0,60.75,0,0,1147.26,20,593,0,0,52.45,0,0,776.41,14,441,0,0,43.77,0,0,819.25,14,416,0,0,40.91,0,0,704.54,16,405,0,0,38.07,0,0
1783,1187.81,20,667,0,0,56.03,0,0,966.36,19,727,0,0,50.08,0,0,1368.39,17,659,0,0,51.24,0,0,888.92,13,483,0,0,43.7,0,0,878.05,15,455,0,0,35.8,0,0,823.87,14,531,0,0,41.13,0,0
1793,1061.11,20,853,0,0,53.09,0,0,1199.4,19,691,0,0,57.57,0,0,1134.8,17,992,0,0,50.98,0,0,843.53,16,618,0,0,37.71,0,0,762.07,15,589,0,0,39.59,0,0,694.03,14,565,0,0,35.3,0,0
1799,643.25,24,659,0,0,74.9,0,0,632.87,24,616,0,0,88.15,0,0,580.02,19,559,0,0,61.82,0,0,482.61,17,476,0,0,47.74,0,0,410.04,19,522,0,0,56.17,0,0,462.06,19,453,0,0,47.47,0,0
1801,973.58,21,541,0,0,35.28,0,0,788.77,20,567,0,0,33.95,0,0,917.44,20,537,0,0,30.31,0,0,589.48,16,334,0,0,23.52,0,0,696.99,15,414,0,0,23.16,0,0,749.36,13,339,0,0,26.78,0,0
1825,755.74,25,807,0,0,53.93,0,0,677.25,22,883,0,0,60.37,0,0,883.46,22,799,0,0,57.24,0,0,465.88,16,487,0,0,36.75,0,0,471.29,18,497,0,0,33.88,0,0,576.11,16,589,0,0,39.7,0,0
1848,541.52,20,671,0,0,42.87,0,0,499.32,20,573,0,0,39.04,0,0,643.71,18,685,0,0,42.5,0,0,412.45,14,459,0,0,32.14,0,0,429.9,15,456,0,0,30.22,0,0,343.07,13,464,0,0,30.07,0,0
1849,612.4,21,669,0,0,47.49,0,0,501.16,23,617,0,0,40.72,0,0,558.13,25,689,0,0,54.09,0,0,390.68,13,432,0,0,37.05,0,0,376.07,13,404,0,0,31.79,0,0,383.24,16,465,0,0,30.79,0,0
1880,732.47,19,512,0,0,40.95,0,0,641.85,18,593,0,0,46.3,0,0,670.87,20,460,0,0,39.96,0,0,476.64,12,367,0,0,31.1,0,0,548.66,11,369,0,0,26.02,0,0,579.61,12,378,0,0,27.4,0,0
1885,1135.79,15,901,0,0,53.37,0,0,1143.05,17,1031,0,0,59.25,0,0,972.36,14,990,0,0,61.13,0,0,845.14,12,638,0,0,40.35,0,0,849.47,10,607,0,0,36.16,0,0,763.8,11,635,0,0,36.69,0,0
1906,547.7,21,792,0,0,42.4,0,0,648.12,25,938,0,0,46.32,0,0,628.8,19,670,0,0,43.43,0,0,406.04,16,546,0,0,33.15,0,0,395.91,14,561,0,0,29.51,0,0,414.77,13,601,0,0,27.93,0,0
1919,907.14,15,1006,0,0,65.39,0,0,932.01,17,1146,0,0,76.39,0,0,771.5,13,936,0,0,68.84,0,0,706.71,11,622,0,0,48.73,0,0,615.62,11,700,0,0,48.99,0,0,672.01,11,747,0,0,44.19,0,0
1925,591,26,754,0,0,68.77,0,0,647.67,21,896,0,0,72.6,0,0,477.73,27,659,0,0,59.32,0,0,379.35,17,545,0,0,53.73,0,0,432.91,21,491,0,0,46.22,0,0,413.9,17,521,0,0,51.86,0,0
1927,594.03,21,939,0,0,58.36,0,0,522.62,17,841,0,0,52.98,0,0,496.58,24,795,0,0,61.77,0,0,418.12,13,666,0,0,43.99,0,0,435.81,14,682,0,0,39.89,0,0,471.44,14,599,0,0,42.66,0,0
1949,835.97,17,936,0,0,53.74,0,0,956.33,17,974,0,0,44.29,0,0,813.56,15,780,0,0,57.24,0,0,568.31,11,708,0,0,42.01,0,0,519.95,13,587,0,0,35.48,0,0,653,13,711,0,0,40.62,0,0
1982,516.67,19,716,0,0,55.71,0,0,467.25,15,706,0,0,51.07,0,0,524.47,19,738,0,0,57.71,0,0,409.52,13,530,0,0,40.93,0,0,395.41,13,467,0,0,43.09,0,0,318.71,12,505,0,0,33.96,0,0
