"ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
724,17654.42,1507,2484,5456.7,5230.44,1287.87,5888.38,0,17143.23,1329,2149,6412.23,5684.12,1506.86,5888.38,0,18759.53,1613,2686,5558.92,6011.26,1125.19,5888.38,0,6532.61,712,800,2441.73,1870.19,509.74,5888.38,0,7742.58,602,1236,2505.07,2117.63,547.86,5888.38,0,7637.58,601,1241,1875.57,2540.58,498.54,5888.38,0
741,16513.99,1557,2745,4989.22,2940.15,1514.5,5918.55,0,15691.64,1332,3276,5205.42,3089.68,1617.7,5918.55,0,15033.92,1376,2279,4125.16,3320.22,1783.32,5918.55,0,7842.05,731,1322,2044.97,1297.05,530.12,5918.55,0,5715.85,647,1013,1852.92,1271.01,654.93,5918.55,0,5173.02,517,837,2115.82,954.87,481.86,5918.55,0
747,18570.42,1522,2526,4779.12,4138.13,1123.79,5941.15,0,21825.82,1568,2933,4420.94,4952.65,1085.62,5941.15,0,21239.21,1551,3018,4254.6,4238.1,1121.32,5941.15,0,8596.6,485,1078,2248.86,1552.15,502.16,5941.15,0,8455.73,640,874,1560.65,1806.59,457.43,5941.15,0,7277.05,648,1210,2258.8,1800.66,345.93,5941.15,0
774,16624.56,1496,2563,3190.65,3522.93,987.64,5088.96,0,17144.28,1598,2423,3579.68,3605.74,964.01,5088.96,0,17645.56,1480,2159,3424.55,2841.86,1006.04,5088.96,0,6042.58,503,903,1470.93,1125.27,466.93,5088.96,0,6759.92,578,1220,1135.77,1599.32,399.44,5088.96,0,6314.65,469,1263,1578.59,1335.25,463.32,5088.96,0
823,17989.34,1462,1540,3493.17,5768.42,962.45,6277.31,0,15861.53,1702,1620,3425.05,5896.47,941.71,6277.31,0,21425.86,1653,1339,2941.16,5176.79,967.09,6277.31,0,8304.09,561,744,1574.27,2787.45,390.71,6277.31,0,8526.1,545,768,1305.61,2676.08,390.98,6277.31,0,6685.35,704,580,1405.41,2642.85,330.53,6277.31,0
830,16524.22,1463,2391,4218.96,4016.22,876.71,5930.01,0,16236.46,1402,1922,4229.28,4563.42,736.68,5930.01,0,18084.87,1617,2194,5058.82,3554.48,930.6,5930.01,0,7808.63,618,1074,1578.67,1688.59,340.35,5930.01,0,5797.83,604,914,1478.79,1456.18,412.72,5930.01,0,8239.91,444,796,1359.02,1590.05,345.22,5930.01,0
895,18887.21,1512,1531,5869.28,1656.31,859.81,3751.88,0,20532.34,1491,1459,6202.54,1711.58,963.15,3751.88,0,22374.49,1214,1811,5656.78,1809.81,777.18,3751.88,0,7827.12,706,638,1979.08,633.94,421.95,3751.88,0,8938.45,604,480,2519.67,614.5,400.83,3751.88,0,6779.71,742,730,2460.25,639.38,278.17,3751.88,0
902,17303.53,1498,2950,3553.79,3472.17,1241.47,4022.06,0,18221.97,1665,3035,3820,3767.8,1457.16,4022.06,0,17374.06,1464,2679,3765.22,3321.05,1402.85,4022.06,0,5493.09,641,1345,1775.97,1558.31,544.3,4022.06,0,8453.77,621,1274,1130.22,1076.79,479.22,4022.06,0,6561.75,567,941,1242.31,1137.24,428.01,4022.06,0
904,17609.87,1504,2322,4234.67,5356.29,1067.81,4933.73,0,17929.33,1450,2019,4137.94,6034.8,1275.53,4933.73,0,16959.52,1759,2197,4000.96,5774.48,997.67,4933.73,0,7409.13,476,813,1333.6,2456.34,455.67,4933.73,0,7235.65,653,787,1758.67,2593.26,516.69,4933.73,0,7314.77,692,793,1526,2381.14,450.74,4933.73,0
915,17661.85,1493,2572,2744.71,4510.26,1349.4,4124.4,0,19325.08,1730,2940,3144.4,4115.96,1298.25,4124.4,0,14439.79,1691,3036,2724.88,4905.2,1286.98,4124.4,0,8546.28,472,936,843.8,1654.39,659.79,4124.4,0,6484.31,685,951,924.98,2179,419.95,4124.4,0,8819.74,725,974,937.68,1401.56,611.18,4124.4,0
924,16410.06,1553,1908,4574.99,3777.57,1281.6,5575.56,0,16150.71,1712,2056,4233.15,3310.4,1410.43,5575.56,0,14795.25,1619,1916,4369.62,4118.12,1442.02,5575.56,0,7209.36,695,827,1632.23,1398.67,409.64,5575.56,0,6821.4,484,909,2213.82,1381.88,596.48,5575.56,0,8203.32,762,706,1850.02,1800.96,399.98,5575.56,0
943,18347.04,1513,2441,2947.57,4293.14,1085.16,6211.17,0,18781.78,1578,2803,3177.75,4247.11,1140.08,6211.17,0,16678.39,1695,2292,3384.57,3795.26,1166.23,6211.17,0,7216.36,693,764,1006.82,2026.17,491.5,6211.17,0,6084.56,696,1076,1102.48,2026.59,331.75,6211.17,0,6655.22,511,923,1272.31,1365.03,404.63,6211.17,0
947,17960.96,1503,2466,4020.31,4914.71,1207.02,5384.65,0,20938.81,1589,2286,4722.86,4571.35,1369.13,5384.65,0,15680.41,1578,2700,4769.12,4539.65,1447.06,5384.65,0,5626.58,522,776,1441.83,2445.06,497.02,5384.65,0,8689.96,551,1028,1628.13,2097.46,577.14,5384.65,0,8646.22,660,980,1353.82,2124.6,482.57,5384.65,0
981,16632.31,1542,2957,2972.45,4199.46,625.1,6079.42,0,19123.18,1591,2801,2618.61,4143.89,607.2,6079.42,0,13999.63,1725,3425,3420.3,3929.4,676.42,6079.42,0,7483.98,561,903,1111.86,2058.84,310.76,6079.42,0,5544.1,568,1085,936.79,1920.52,220.75,6079.42,0,7584.26,769,1198,1421.63,1578.31,238.92,6079.42,0
991,16849.76,1530,2565,3098.77,2014.99,1242.59,6023.6,0,19730.04,1685,2264,2529.75,1733.24,1139.11,6023.6,0,19419.98,1265,2164,3098.92,1937.04,999.28,6023.6,0,8196.17,625,857,1173.61,700.1,539.93,6023.6,0,6488.79,686,1274,1239.93,771.94,390.55,6023.6,0,5418.59,595,1052,1130.01,692.31,401.81,6023.6,0
1000,17584.83,1485,2279,3131.65,5225.01,1165.45,3435.97,0,16006.48,1261,2696,3334.24,5298.66,1011.35,3435.97,0,16404.19,1205,2693,3091.02,4787.71,1141.4,3435.97,0,5895.29,663,806,1335.31,2546.52,524.07,3435.97,0,8365.59,457,887,1446.44,2176.83,517.72,3435.97,0,6741.89,544,920,1465.6,2530.83,411.99,3435.97,0
1022,16094.12,1482,2122,4224.1,4831.68,962.78,5616.6,0,18661.29,1428,1847,4264.99,5733.95,992.62,5616.6,0,18509.8,1556,2020,3571.02,4538.49,1001.2,5616.6,0,5990.99,639,909,1458.1,1700.82,327.47,5616.6,0,6685.6,728,829,1987.86,2089.66,459.29,5616.6,0,7224.12,704,697,1953.59,2016.9,445.86,5616.6,0
1029,18315.26,1501,2554,2972.05,5746.23,977.06,4790.9,0,15083.36,1269,2936,3240.91,5098.52,922.93,4790.9,0,21836.89,1236,2584,3121.56,4959.02,980.29,4790.9,0,8990.3,647,841,1142.89,2327.78,314.49,4790.9,0,5700.5,548,1141,1409.85,2346.97,308.35,4790.9,0,9034.5,586,870,914.57,2388.71,471.13,4790.9,0
1043,17866.32,1505,2513,3616.9,3594.82,1283.67,5054.58,0,16644.61,1773,2072,3387.67,3770.92,1179,5054.58,0,16983.2,1647,2559,3047.78,2893.63,1210.03,5054.58,0,5793.19,528,1043,1344.08,1535.66,470.69,5054.58,0,6904.67,479,952,1597.14,1668.55,597.92,5054.58,0,7068.8,629,1155,1181.66,1105.34,617.17,5054.58,0
1051,17976.73,1522,2429,5154.97,1674.72,1046.53,4776.64,0,15600.29,1782,2759,6048.47,1727.83,922.2,4776.64,0,14504.5,1556,2678,4649.77,1960.52,922.18,4776.64,0,8436.43,483,1123,2512.14,759.22,358.86,4776.64,0,8142.23,605,1186,1774.6,524.66,402.25,4776.64,0,5528.74,603,965,1974.27,742.69,384.63,4776.64,0
1053,16302.73,1529,3412,3174.07,3026.74,888.57,4646.86,0,19209.11,1390,2924,2603.27,2511.12,773.88,4646.86,0,13798.99,1401,3655,3122.37,3244.95,1053.82,4646.86,0,7418.93,593,1205,1380.87,1424.27,283.57,4646.86,0,7630.24,504,1365,1099.5,1165.97,438.73,4646.86,0,6921.43,695,1071,1398.11,1293.83,392.68,4646.86,0
1055,15367.34,1432,2896,3900.99,3144.39,634.6,3222.09,0,16341.45,1620,2808,3952.1,3110.92,727.68,3222.09,0,14811.27,1460,3197,3619.55,3736.14,568.68,3222.09,0,4859.59,587,969,1748.2,1539.37,256.62,3222.09,0,7483.71,506,1091,1854.71,1469.57,191.26,3222.09,0,4825.35,467,996,1587.88,1166.61,208.63,3222.09,0
1100,18608.41,1483,2670,2416.61,4456.62,851.1,6793.71,0,21763.02,1650,2699,2291.72,4302.64,753.34,6793.71,0,15060.06,1470,2969,2118.84,4308.05,723.15,6793.71,0,7760.3,448,1182,852.65,2076.88,257.64,6793.71,0,8349.54,566,1286,1126.51,2055.18,338.07,6793.71,0,9225.97,462,869,826.57,1657.64,333.86,6793.71,0
1101,16901.31,1523,2633,5764.16,3392.27,1006.15,4375.12,0,13648.59,1478,2736,6532.76,3660.16,1063.06,4375.12,0,17499.27,1401,2587,4767.64,3865.12,1165.7,4375.12,0,7992.25,563,1195,2796.46,1205.85,449.43,4375.12,0,6340.93,633,816,2558.67,1399.78,330.26,4375.12,0,7885.76,755,1086,2131.13,1341.54,485.01,4375.12,0
1118,16347.24,1583,2667,5902.75,6026.24,1289.13,4576.67,0,17188.34,1492,2826,6145.41,5366.94,1116.88,4576.67,0,17567.62,1643,2924,6259.93,5244.9,1092.78,4576.67,0,6484.15,679,983,2411.14,2637.77,462.7,4576.67,0,7640.29,754,968,2719.39,2680.92,415.5,4576.67,0,7231.53,568,1100,2477.67,1968.51,516.72,4576.67,0
1121,16869.32,1520,1359,2498.9,1422.17,906.52,5714.83,0,18050.42,1346,1529,2712.1,1189.29,863.46,5714.83,0,15847.22,1676,1582,2280.32,1531.78,857.11,5714.83,0,5499.95,488,518,1086.12,508.56,452.82,5714.83,0,5066.63,490,601,993.28,440.94,341.18,5714.83,0,6450.05,464,434,1046.69,436.57,448.36,5714.83,0
1132,18106.05,1527,2251,4755.86,5053.23,975.66,5232.64,0,18275.35,1248,2230,4717.51,5824.94,847.13,5232.64,0,17958.35,1295,2194,5073,4907.15,1018.27,5232.64,0,8366.73,763,1071,1986.33,1546.07,445.72,5232.64,0,6500.89,583,971,1872.88,2249.2,360.27,5232.64,0,5603.34,692,852,1975.91,1674.6,416.37,5232.64,0
1135,15941.27,1534,2644,4423.45,3178.44,738.52,4527.87,0,15660.73,1811,2540,3830.57,2785.59,782.97,4527.87,0,16635.49,1487,2344,3811.83,3753.97,650.65,4527.87,0,7827.05,522,818,1403.81,1283.66,228.65,4527.87,0,5609.92,736,1033,2088.66,1303.11,237.35,4527.87,0,7576.39,587,1296,1574.96,1114.86,255.02,4527.87,0
1146,16910.2,1475,3344,4086.72,5556.68,601.93,6052.65,0,16727.39,1522,3714,3770.44,4755.07,707.99,6052.65,0,14111.4,1626,2799,4469.71,6448.23,568.33,6052.65,0,6984.16,727,1335,1282.71,2039.6,190.19,6052.65,0,7227.45,466,1369,1904.35,1785.43,196.11,6052.65,0,6756.5,677,1367,1776.33,2392.33,274.9,6052.65,0
1148,15850.01,1522,2220,3779.17,2757.66,875.34,5631.3,0,13655.64,1322,2644,4199.1,2642.12,1016.72,5631.3,0,17668.83,1553,2554,3333.02,3212.37,885.08,5631.3,0,7760.26,748,743,1232.64,829.33,385.07,5631.3,0,6937.14,636,862,1210.17,864.48,362.24,5631.3,0,5611.47,559,1100,1490.82,1081.4,427.88,5631.3,0
1178,16705.8,1458,2817,3302.7,5134.05,1007.89,3755.28,0,17075.86,1193,3131,3657.63,4329.29,838.29,3755.28,0,16546.83,1729,2790,3412.72,4868.12,940.19,3755.28,0,5295.2,676,945,1362.11,1876.5,307.36,3755.28,0,5180.87,594,1284,1025.71,2162.59,369.22,3755.28,0,5749.47,600,1029,1008.96,2299.51,364.9,3755.28,0
1235,16325.08,1521,1665,4125.47,3055.55,1394.57,4330.64,0,18297.2,1368,1734,3563.1,3159.59,1426.62,4330.64,0,16284.24,1341,1692,3419.68,2525.42,1532.57,4330.64,0,5129.99,609,526,1292.43,1248.13,630.58,4330.64,0,8030.67,544,541,1314.85,1243.46,570.55,4330.64,0,6994.9,648,505,1490.08,1083.19,601.92,4330.64,0
1250,17798.65,1500,2641,5182.56,2158.92,719.96,4968.36,0,20879.25,1318,3070,5546.96,2216.06,687.19,4968.36,0,19410.55,1441,2132,5599.24,2092.77,639.49,4968.36,0,7206.92,454,1118,2306.38,862.36,245.29,4968.36,0,6914.89,614,1163,2217.71,940.62,235.69,4968.36,0,7114.47,633,977,2560.78,881.08,336.48,4968.36,0
