"ID","M1_T1","M1_T2","M1_T3","M1_T4","M1_T5","M1_T6","M1_T7","M1_T8","M2_T1","M2_T2","M2_T3","M2_T4","M2_T5","M2_T6","M2_T7","M2_T8","M3_T1","M3_T2","M3_T3","M3_T4","M3_T5","M3_T6","M3_T7","M3_T8","M4_T1","M4_T2","M4_T3","M4_T4","M4_T5","M4_T6","M4_T7","M4_T8","M5_T1","M5_T2","M5_T3","M5_T4","M5_T5","M5_T6","M5_T7","M5_T8","M6_T1","M6_T2","M6_T3","M6_T4","M6_T5","M6_T6","M6_T7","M6_T8"
441,3677.41,173,328,1911.16,199.81,973.44,5295.31,0,3058.63,181,326,2163.9,168.55,830.93,5295.31,0,3784.88,204,375,1986.96,234.2,914.97,5295.31,0,11053.55,585,1480,6038.02,911.38,2988.93,5295.31,0,11109.09,728,1453,8173.54,663.28,3138.79,5295.31,0,14675.93,619,1009,7993.51,883.04,3283.34,5295.31,0
448,3820.3,215,494,1294.36,1326.85,1403.96,5896.75,0,3542.52,243,466,1346.83,1230.83,1185.24,5896.75,0,3749.04,204,519,1503.87,1339.14,1526.04,5896.75,0,12811.78,955,2197,4052.69,4510.5,5050.38,5896.75,0,19024.03,859,2068,5764.37,6321.12,5594.82,5896.75,0,14013.34,942,2364,6416.69,5506.65,4789.99,5896.75,0
459,3437.1,208,513,176.5,539.54,523.56,4110.27,0,3220.4,173,451,206.75,538.18,513.32,4110.27,0,3709.81,190,446,179.26,472.88,419.13,4110.27,0,10925.52,731,2272,743.28,1906.23,2515.69,4110.27,0,11373.51,776,1751,777.35,2429.39,2202.69,4110.27,0,15702.91,730,2329,727.79,2260.44,1898.87,4110.27,0
505,4078.3,193,216,970.77,942.97,974.63,5496.07,0,4572.56,161,234,879.97,1059.52,881.74,5496.07,0,4668.57,189,257,1109.59,856.69,891.93,5496.07,0,16076.16,860,689,3687.75,4676.58,4276.01,5496.07,0,19476.1,651,944,2919.48,3751.37,4767.52,5496.07,0,15303.99,722,784,3131.43,4538.79,3707.26,5496.07,0
538,4444.09,200,452,681.83,1571.4,1004.64,3292.27,0,4322.02,233,416,764.56,1675.83,1044.88,3292.27,0,5177.46,169,491,568.93,1331.13,1204.9,3292.27,0,17823.37,759,1524,2533.02,6469.88,4345.77,3292.27,0,14780.49,872,1408,2706.22,7093.12,3601.31,3292.27,0,18055.31,821,1533,3180.88,6507.07,4375.48,3292.27,0
540,4061.49,197,743,245.08,1601.68,1159.22,6420.78,0,3257.42,193,832,268.61,1736.84,1221.1,6420.78,0,4803.02,212,691,249.48,1468.31,1166.81,6420.78,0,18463.57,633,3119,963.86,5963.16,5262.92,6420.78,0,12276.74,606,3415,1096.92,4809.44,5469.63,6420.78,0,18054.29,862,3700,764.48,5076.81,3835.66,6420.78,0
560,4220.54,184,639,461.08,1145.67,1269.82,4808.04,0,3986.72,191,554,376.2,1365.31,1238.37,4808.04,0,3952.09,178,733,460.91,1167.19,1054.39,4808.04,0,16302.02,766,2915,1537.9,3571.18,5507.04,4808.04,0,16563.16,672,2907,1385.58,3801.79,3961.11,4808.04,0,17535.82,553,2430,2058.72,4708.14,5029.44,4808.04,0
572,4551.41,200,409,953.27,1629.61,844.04,6510.53,0,4578.4,219,451,763.12,1888.41,909.59,6510.53,0,4282.23,226,441,832.84,1413.15,909.28,6510.53,0,15353.66,955,1790,4473.39,7151.46,3941.53,6510.53,0,21694.18,957,1828,4497.58,5454.37,3865.59,6510.53,0,21348.92,610,1697,4729.42,5751.63,3706.1,6510.53,0
591,4272.11,183,484,857.82,780.71,1168.09,3255.93,0,4081.95,167,563,990.91,846.88,1137.77,3255.93,0,3839.9,178,444,877.65,839.6,1273,3255.93,0,13045.75,886,1855,3732.66,2901.39,4150.95,3255.93,0,18261.15,914,1492,2739.73,3704.99,4533.01,3255.93,0,13702.16,725,2318,2934.46,3619.27,4908.79,3255.93,0
600,3369.15,216,635,823.73,621.03,1149.71,4106.4,0,3965.18,248,518,744.2,528.87,1277.11,4106.4,0,3611.2,176,574,810.48,702.76,1146.52,4106.4,0,10301.4,750,2739,3857.95,3037.27,5332.91,4106.4,0,10848.29,1027,2936,3061.27,2023.9,5427.16,4106.4,0,14223.86,1025,1961,2496.33,1964.04,5265.62,4106.4,0
606,4104.43,191,251,1155.25,703.07,801.38,4347.36,0,4003.29,176,212,1263.5,672.45,878.81,4347.36,0,3502.57,174,258,1006.17,601.77,694.3,4347.36,0,17658.82,663,930,4936.37,2738.34,3622.63,4347.36,0,19339.82,716,1201,4875.12,2474.03,3302.24,4347.36,0,14590.78,879,1210,4755.57,3120.54,2719.36,4347.36,0
616,4481.41,220,489,991.62,822.81,774.38,5651.03,0,5049.99,189,401,1106.79,960.07,691.47,5651.03,0,4902.95,181,398,1015,986.76,831.61,5651.03,0,16008.08,740,1889,3542.71,3187.94,3740.88,5651.03,0,18505.15,796,1502,4106.53,3705.08,3148.14,5651.03,0,16143.79,1079,1842,3746.86,3275.23,3531.72,5651.03,0
617,3882.7,205,66,2000.47,559.66,1108.08,4442.97,0,3166.47,197,54,2329.47,590.72,1079.96,4442.97,0,3432.26,237,79,2261.44,611.66,1022.71,4442.97,0,18644.87,758,297,8528.32,2667.98,4033.07,4442.97,0,12146.77,717,311,6404.33,2461.72,3960.03,4442.97,0,13952.43,842,270,9557.06,1748.08,4297.61,4442.97,0
623,3833.06,200,470,1056.09,605.75,1197.06,4968.02,0,3127.11,225,500,1177.86,713.13,1043.54,4968.02,0,3299.54,231,542,1056.57,552.92,1418.36,4968.02,0,13040.49,669,2149,3475.8,2857.54,3914.33,4968.02,0,13438.75,883,1628,5019.77,3003.78,4637.36,4968.02,0,16211.18,836,2065,5218.63,2322.91,4059.92,4968.02,0
627,4518.19,205,385,118.3,1643.86,1014.95,3887.5,0,4584.77,235,327,97,1403.97,933.2,3887.5,0,5369.41,173,406,104.28,1428.28,1063.01,3887.5,0,17422.86,826,1616,450.44,8189.13,3196.65,3887.5,0,16169.48,988,1350,546.75,7187.12,4891.07,3887.5,0,15845.17,739,1910,511.34,6173.8,3702.63,3887.5,0
628,4010.33,211,483,389.52,2135.75,799.47,4553.58,0,4616.16,239,545,388.97,2492.86,707.74,4553.58,0,3367.87,222,435,384.71,2236.18,877.67,4553.58,0,16649.01,687,2099,1549.34,6620.76,3027.55,4553.58,0,13913.71,965,2014,1259.22,9499.78,2585.35,4553.58,0,17589.91,730,1981,1395.74,8736.77,3234.91,4553.58,0
636,4260.32,192,400,893.23,863.08,936.05,5631.14,0,4303.22,190,394,901.4,980.08,930.58,5631.14,0,3882.21,157,340,828.93,924.52,930.99,5631.14,0,18630.26,944,1521,2910.59,3045.72,3534.44,5631.14,0,21088.24,754,1919,4170.58,2837.71,4197.45,5631.14,0,12843.4,786,1582,4442.83,3311.37,4053.2,5631.14,0
660,4768.61,175,387,1401.93,1170.9,1101.43,4380.58,0,5660.72,209,337,1422.58,1239.3,1298.43,4380.58,0,3853.08,191,453,1180.42,1043.65,956.76,4380.58,0,23828.9,526,1189,4458.39,5076.29,4380.14,4380.58,0,14737.87,712,1424,6873.67,4870.71,4740.87,4380.58,0,23758.23,553,1444,5734.7,4317.62,5180.88,4380.58,0
666,3336.65,207,109,516.95,1185.67,956.2,7390.09,0,3295.34,236,130,563.13,1283.76,848.99,7390.09,0,3654.16,210,102,525.78,1131.13,885.28,7390.09,0,13718.42,687,495,1926.71,4818.96,3535.79,7390.09,0,11033.87,970,458,2436.77,5487.56,3061.97,7390.09,0,12811.79,961,419,2097.07,3750.67,3034.24,7390.09,0
667,3652.63,190,673,664.49,723.4,813.62,4896.48,0,3403.97,167,770,564.91,825.17,855.7,4896.48,0,3689.02,175,560,777.46,672.96,975.68,4896.48,0,12052.87,942,2182,2238.25,2819.57,3014.94,4896.48,0,16952.7,641,2560,2038.28,3529.57,3620.51,4896.48,0,17079.83,824,2407,3174.4,3406.67,3902.15,4896.48,0
673,4557.05,202,336,1165.15,856.19,775.28,6113.57,0,4949.11,187,351,1270,753.47,686.83,6113.57,0,4377.19,221,381,1100.22,995.59,859.89,6113.57,0,18517.52,923,1551,5000.32,2940.91,2895.31,6113.57,0,21181.78,742,1580,5801.82,3375.34,3063.66,6113.57,0,16968.28,810,1284,4665.03,3323.89,3349.81,6113.57,0
686,3573.31,187,235,673.45,1774.15,930.87,4529.12,0,3426.54,209,247,701.81,1974.08,845.65,4529.12,0,3429.92,156,216,699.92,2126.83,791.35,4529.12,0,12311.88,893,1058,2956.92,6072.39,3010.12,4529.12,0,11642.2,869,771,3308.64,8499.24,3935.9,4529.12,0,15838.73,718,1149,2082.51,6130.84,3069.42,4529.12,0
688,4186.66,197,237,1565.91,1495.64,1058.73,6084.07,0,4130.31,217,197,1509.97,1251.87,1203.73,6084.07,0,3622.96,219,245,1467.79,1274.15,1256.82,6084.07,0,14798.6,877,895,7528.26,6153.57,4240.07,6084.07,0,19466.83,949,927,6549.03,7007.71,4794.6,6084.07,0,14785.2,908,1078,7713.02,5818.06,3805.48,6084.07,0
694,4513.91,191,408,230.63,2155.68,882.26,5266.03,0,4982.06,162,338,218.9,2584.1,881.45,5266.03,0,3939.85,226,459,210.8,1770.86,846.04,5266.03,0,20147.54,762,1990,908.72,7587.57,3264.2,5266.03,0,15540.51,785,1659,709.46,6824.14,3710.55,5266.03,0,19997.66,830,1858,872,8620.93,3196.84,5266.03,0
742,3748.42,215,378,964.59,718.75,1225.54,4933.21,0,3484.11,245,357,835.98,845.26,1141.23,4933.21,0,3566.01,189,324,847.84,781.98,1324.83,4933.21,0,12517.75,669,1527,4422.92,2690.65,4868.62,4933.21,0,14431.77,1011,1831,4493.04,3153.61,5560.59,4933.21,0,11438.3,751,1422,4231.77,2995.94,3817.6,4933.21,0
755,4191.4,191,434,456.66,307.89,1107.16,6937.68,0,4571.58,183,391,447.98,358.04,945.91,6937.68,0,3862.12,198,459,456.61,328.61,931.47,6937.68,0,16583.39,708,2110,1616.19,1204.82,5100.55,6937.68,0,20760.53,820,1542,2105.96,1159.69,5057.39,6937.68,0,13640.21,738,1783,2097.53,1317.54,4261.39,6937.68,0
783,4136.52,195,382,995.7,1035.6,924.75,6230.81,0,4351.06,211,314,1072.83,898.92,919.42,6230.81,0,4185.03,201,418,871.64,1121.67,822.87,6230.81,0,13190.96,906,1418,4552.26,4723.35,2827.53,6230.81,0,19369.16,835,1663,4928.74,3717.2,3126.42,6230.81,0,15918.91,949,1164,3978.44,4212.15,3560.76,6230.81,0
785,4352.19,207,453,775.54,1099.37,1186.36,5368.1,0,4880.28,179,421,890.63,1211.26,1220.19,5368.1,0,4780.45,204,489,775.47,977.86,1095.5,5368.1,0,18327.55,826,2041,3005.59,4040,5434.52,5368.1,0,20570.8,723,1377,3054.11,4768.54,3872.93,5368.1,0,16152.56,833,1942,2989.25,5065.65,4126.83,5368.1,0
800,3364.66,205,464,1203.29,1194.34,1169.63,4523.57,0,3121.1,200,380,994.51,1389.8,1056.48,4523.57,0,3266.53,219,499,1363.82,1049,1096.09,4523.57,0,12170.52,622,2067,5064.62,5523.16,5611.89,4523.57,0,12596.99,956,1850,5000.58,5250.61,5497.37,4523.57,0,10709.12,868,1680,5682.57,4348.53,5169.65,4523.57,0
808,3868.63,211,481,1499.91,1103.68,898.11,5861.48,0,3466.11,204,544,1306.3,1178.16,853.95,5861.48,0,3711.21,205,386,1701.13,1140.46,950.84,5861.48,0,16026.65,735,1852,4892.16,4629.02,4293.18,5861.48,0,13781.91,793,2197,4790.38,3423.53,4346.19,5861.48,0,18710.18,652,1607,5122.07,4112.95,4013.12,5861.48,0
813,3973.57,206,451,439.18,422.02,1325.97,5759.71,0,4043.13,183,499,486.23,458.64,1131.22,5759.71,0,4547.37,167,452,459.52,431.44,1153.02,5759.71,0,18350.09,797,1436,1798.45,1885.57,4679.62,5759.71,0,19451.01,658,1628,2070.42,2009.17,6366.95,5759.71,0,19224.94,844,1378,1928.95,1286.33,4223.82,5759.71,0
826,3886.15,191,483,709.28,1497.98,910.64,3543.55,0,3836.66,189,482,673.79,1438.69,803.01,3543.55,0,4193.86,221,497,651.77,1514.08,999.05,3543.55,0,15521.51,646,1724,3371.92,4759.11,2735.64,3543.55,0,16583.51,939,2135,2359.62,6490.99,4550.75,3543.55,0,12541.87,830,2110,3511.11,6500.38,3769.66,3543.55,0
839,4146.4,199,495,512.74,930.76,850.95,4350.92,0,3899.56,233,436,476.19,800.11,906.24,4350.92,0,3386.48,164,413,424.15,788.99,887.24,4350.92,0,13163.85,797,2422,2274.71,4574.14,4124.35,4350.92,0,13186.79,806,1685,2258.1,4144.28,3781.36,4350.92,0,18653.42,726,2267,2062.67,3033.91,3692.96,4350.92,0
842,4600.73,211,326,739.5,779.87,1051.72,4367.78,0,4549.87,237,267,834.93,641.52,1144,4367.78,0,4736.02,198,360,619.34,750.1,1014,4367.78,0,18862.06,1041,1203,2901.11,2569.8,3424.73,4367.78,0,16244.97,738,1350,3385.54,2676.2,3998.28,4367.78,0,21762.16,694,1047,2436.03,3412.72,4826.06,4367.78,0
863,4536.33,194,503,496.75,950.72,837.04,4568.79,0,3834.07,161,536,494.63,1132.83,844.92,4568.79,0,4579.62,158,521,591.49,1090.65,947.5,4568.79,0,20431.56,810,2112,2110.63,4095.3,4097.61,4568.79,0,22016.42,797,2072,2068.4,2944.13,4015.43,4568.79,0,15836.66,750,2362,2016.29,4208.16,3832.18,4568.79,0
865,3385.72,202,325,648.03,108.44,608.99,3970.49,0,3715.37,164,281,618.33,97.39,537.42,3970.49,0,3465.46,228,322,554.13,108.03,504.37,3970.49,0,12693.92,885,1180,3183.89,529.37,2720,3970.49,0,15212.19,770,996,2646.62,524.18,2327.38,3970.49,0,16533.22,815,1615,2617.42,375.95,2765.57,3970.49,0
880,3893.08,201,389,833.33,227.48,977.38,6701.3,0,3490.89,205,456,848.15,182.79,867.16,6701.3,0,3946.59,165,411,895.56,237.82,810.69,6701.3,0,16615.02,718,1615,2930.81,1088.78,4436.72,6701.3,0,17376.98,1004,1501,3805.93,1130,4346.43,6701.3,0,18245.51,670,1780,2748.8,1066.39,3208.66,6701.3,0
889,4060.41,181,398,1398.36,1071.55,718.3,5508.16,0,3715.12,156,372,1277.13,1235.08,688.57,5508.16,0,3850.58,194,409,1312.56,1034.49,805.08,5508.16,0,12756.89,785,1363,4397.73,4857.21,3537.06,5508.16,0,15845.97,560,1244,6288.08,3388.44,2460.84,5508.16,0,17041.16,676,1697,4325.23,3430.03,2203.9,5508.16,0
896,3883,202,253,719.1,1811.22,949.03,5192.56,0,3107.72,210,207,660.21,1800.36,762.37,5192.56,0,3754.12,173,266,805.8,1622.65,934.82,5192.56,0,14873.19,755,953,2628.68,6269.38,4654.18,5192.56,0,12395.94,887,910,2402.08,6707.34,3188.25,5192.56,0,12568.55,658,1226,2202.49,6557.86,4140.16,5192.56,0
